agent,trial,episode,reward,acceptance_rate,mean_cpu_utilization,mean_memory_utilization,mean_bandwidth_utilization,mean_operating_servers
PPO,0,0,264556.7340926225,0.13341346153846154,0.00024982650823731885,0.001263420019942752,0.0003821347632707237,0.9707602339181286
PPO,0,1,202034.5717534926,0.37073170731707317,0.00021081110352570316,0.0008970795206392075,0.0002717368208334375,0.8577319587628865
PPO,0,2,130888.42727177887,0.31076923076923074,0.00016535170376511365,0.0009294031063707624,0.000240817058267543,0.8616891064871481
PPO,0,3,381745.0635588178,0.12850467289719625,0.00024599507769229486,0.001327283987882952,0.0004867349061717466,0.9902840059790733
PPO,0,4,275039.64816365787,0.184,0.0001786467547593453,0.0012893365322509287,0.00038473143885817904,0.9744744744744744
PPO,0,5,201369.9571265419,0.23271889400921658,0.00012949814318068676,0.0011146297765453558,0.000326048021113115,0.9299655568312285
PPO,0,6,319945.9610503087,0.1843687374749499,0.00021813052168937334,0.0012006974317884174,0.0004119777257241396,0.973421926910299
PPO,0,7,122976.66903259441,0.3333333333333333,0.00010272035602875404,0.0008970597384268275,0.00022593032658751587,0.8586572438162544
PPO,0,8,156584.4457362432,0.3511450381679389,0.00015259801894256482,0.0009412698380475026,0.0002495337795653373,0.8464052287581699
PPO,0,9,278054.27434056415,0.16666666666666666,0.0002762202168566362,0.0012385946338964921,0.0003795988993844746,0.9490445859872612
PPO,0,10,175311.55446642774,0.32264150943396225,0.00014892048889115526,0.001024200978109467,0.00028187865782516484,0.8967013888888888
PPO,0,11,295293.1929542287,0.19117647058823528,0.00016940228679659068,0.0011594505324706704,0.00037447566786648557,0.9464285714285714
PPO,0,12,194893.61872160647,0.20865533230293662,0.00019759299856807248,0.0011135392356890162,0.0002973880771717751,0.9258957654723127
PPO,0,13,344608.5070769694,0.20722135007849293,0.00013548454301599955,0.001221318253696232,0.00043320716836225964,0.9655172413793104
PPO,0,14,343467.7487522874,0.134375,0.00015429067298353087,0.0013840592939056364,0.00042727088386612774,0.9740820734341252
PPO,0,15,173633.46124958812,0.26908396946564883,0.00018383245238067113,0.0010745973226211996,0.00030436164342319066,0.9230769230769231
PPO,0,16,334594.6344440505,0.1371841155234657,0.00025315662977809343,0.0012800832420882986,0.00043537514553016425,0.9691160809371672
PPO,0,17,275763.90986836527,0.15675675675675677,0.00029194209000178587,0.0012375082841642273,0.0003846469967286334,0.9568627450980393
PPO,0,18,167334.14791243942,0.34352941176470586,0.00013530086880048848,0.0009798586322195381,0.00027713154822443895,0.884272997032641
PPO,0,19,269792.51275112265,0.19753086419753085,0.00021088048352095555,0.0011609146169271377,0.0003687698054984263,0.9565217391304348
PPO,1,0,178232.1907726636,0.29322268326417705,0.00023546691344359408,0.0014296092658091129,0.00037450069836125033,0.9644218551461246
PPO,1,1,387013.2216197882,0.13974358974358975,0.0001790551260995725,0.001726824169348663,0.0005547176977536901,0.9967923015236567
PPO,1,2,173963.79211897962,0.3623853211009174,0.00026219028549978113,0.00130792335660159,0.00032556488551941016,0.9243856332703214
PPO,1,3,293127.42053989164,0.20179372197309417,0.000430568768299207,0.001658422854916167,0.00044318794869331433,0.9896640826873385
PPO,1,4,148558.3978484563,0.38144329896907214,0.00022982919895486717,0.0013046362429467687,0.00034471055126709824,0.9285714285714286
PPO,1,5,212439.50326856843,0.24783147459727387,0.00036235690646077475,0.0014779788274735643,0.0003860380538611265,0.9572490706319703
PPO,1,6,414931.1550531443,0.09131905298759865,0.00021491625249205773,0.0018446212217026366,0.0005935747980174733,0.9991883116883117
PPO,1,7,345891.6775849772,0.19418758256274768,0.00022684161471309022,0.0016319353107551384,0.0005050113682132854,0.9934402332361516
PPO,1,8,324058.77309940377,0.13443396226415094,0.00029184617114113193,0.001717424044003467,0.00048185378346329253,0.9909365558912386
PPO,1,9,373651.32591710717,0.2160392798690671,0.0002841135766924906,0.0016451858193483172,0.000567017567295094,0.9926672777268561
PPO,1,10,183001.54294528737,0.42292490118577075,0.00017576812378470127,0.0012126169625217423,0.00030996952807889474,0.8945736434108527
PPO,1,11,343793.45016016345,0.28936170212765955,0.00029619455707986553,0.0015406337726647555,0.000483758046969144,0.9870410367170627
PPO,1,12,312190.39283464325,0.2393026941362916,0.0003427263169464054,0.0016063475268900283,0.0004890272381698231,0.9842323651452282
PPO,1,13,114297.40910839813,0.48333333333333334,0.00020559483436720152,0.0010162908094990862,0.00022303824205608622,0.8192771084337349
PPO,1,14,157168.0458715706,0.37528604118993136,0.00016894114644086853,0.001259685935819835,0.00031303929089572877,0.9025641025641026
PPO,1,15,296879.01937156817,0.12345679012345678,0.00023642504689802283,0.0017069917402428622,0.00048513937236366555,0.9877785765636233
PPO,1,16,380516.1917194116,0.1265678449258837,0.00035865822559543587,0.0016252251225274993,0.0005671913697024178,0.9903181189488244
PPO,1,17,216517.99027217095,0.41346153846153844,0.0001805784681765704,0.0012296577656069059,0.000329013765006863,0.9208333333333333
PPO,1,18,319018.2385802789,0.2511013215859031,0.00034690549083596947,0.0016054035944756068,0.00044631988820523596,0.9861431870669746
PPO,1,19,122594.0892304138,0.39346811819595645,0.0002520532592996502,0.0012665538395890668,0.0003120028212532218,0.9180977542932629
PPO,2,0,384525.9737066368,0.2921686746987952,0.00032600884948583213,0.0018033184289218583,0.0005303425974335932,0.9818731117824774
PPO,2,1,180764.02710977805,0.4529262086513995,0.0002528855428121859,0.001290439332327683,0.0003069765308122261,0.8861386138613861
PPO,2,2,377545.94933331036,0.17570093457943925,0.0003894117409098851,0.0019095311259163359,0.0005512229134151258,0.9968287526427061
PPO,2,3,439243.44084335654,0.26492537313432835,0.00038847789912204085,0.0018214489118876956,0.0005912283984932772,0.9920343137254902
PPO,2,4,335261.43213909137,0.2560386473429952,0.00037667422862979914,0.0017192531985357187,0.0004900676489210131,0.9811097992916175
PPO,2,5,409937.00279355433,0.19406392694063926,0.0002149354629812034,0.001886482709109956,0.0005695934873675504,0.9935567010309279
PPO,2,6,266816.4806728235,0.2605042016806723,0.0002761445244747809,0.001639884520462997,0.00041884517819825557,0.9652375434530707
PPO,2,7,269851.1831449021,0.25705329153605017,0.00030046665266376715,0.0016808399244447338,0.0003643773059937659,0.957345971563981
PPO,2,8,167163.34911868718,0.34801762114537443,0.0001677721250595964,0.0014718127402906522,0.0002899927521511229,0.9044117647058824
PPO,2,9,447073.54474159726,0.24469820554649266,0.0003721756038067965,0.001802151873729645,0.0005638936791494769,0.9914965986394558
PPO,2,10,320370.27978585486,0.20833333333333334,0.0002845188929472167,0.0016939530247512041,0.0004438584291595801,0.967982924226254
PPO,2,11,193234.38530220024,0.32217573221757323,0.0003348923882518107,0.0015273080158656079,0.00031490609235890074,0.944337811900192
PPO,2,12,127302.41633332321,0.5802469135802469,0.00012582552917206962,0.0011724284461706222,0.0002690635938840195,0.8604651162790697
PPO,2,13,287572.2386293567,0.4035532994923858,0.00023647700169176713,0.0015288217118918767,0.00041633313869430334,0.95092693565976
PPO,2,14,150219.44727462868,0.47293447293447294,0.00020768284894023592,0.0013377407138613895,0.00029878201763285436,0.89749430523918
PPO,2,15,407497.8788277896,0.24098867147270855,0.00025124013095105367,0.0017996795570956868,0.0005445440270596849,0.9902386117136659
PPO,2,16,404576.09337216406,0.24643584521384929,0.00030211154159965,0.0018185831110154149,0.0005473244325006971,0.9872151195108394
PPO,2,17,152704.89125619328,0.512,0.00029861125705414235,0.0011954759925683672,0.0002922521073928609,0.8780120481927711
PPO,2,18,548809.5213569887,0.11477272727272728,0.00045796470165076895,0.0020387385967172286,0.0007137249287269797,0.9962490622655664
PPO,2,19,276111.45452358725,0.30329289428076256,0.00033902275140188035,0.0015858634116689158,0.0004062179510643334,0.9618889809444905
PPO,3,0,247584.1782763378,0.11928934010152284,5.8800819188254814e-05,0.0007162681891863365,0.00032045478042231306,0.8890675241157556
PPO,3,1,81580.59599067754,0.13108614232209737,5.432977237938931e-05,0.00037235929018107584,0.00015228098391725025,0.6780258519388954
PPO,3,2,34377.51782715409,0.1105121293800539,4.137689223491442e-05,0.00020896510773644856,0.00010687021743772585,0.5042444821731749
PPO,3,3,146369.89029105732,0.1335149863760218,4.408757458800027e-05,0.0004785554394514492,0.00022861884163443834,0.7551401869158878
PPO,3,4,102629.63492222976,0.288,5.5088657618861444e-05,0.000606578465803955,0.00021673223723220683,0.7901234567901234
PPO,3,5,134992.6136953981,0.0670391061452514,6.341535716026537e-05,0.0003371421591908966,0.00017718246427918656,0.750524109014675
PPO,3,6,102699.03599492267,0.19117647058823528,4.847496683080312e-05,0.0004557927308452571,0.00017504390559889497,0.7033492822966507
PPO,3,7,54216.29394010955,0.06209150326797386,3.4463917042297925e-05,0.00018552854379023963,0.00011169765318949632,0.45913461538461536
PPO,3,8,19210.955193533468,0.11158798283261803,3.0083588735113862e-05,0.0002203608118004877,9.941612186918439e-05,0.44722222222222224
PPO,3,9,169407.3462426289,0.16447368421052633,5.946701448238464e-05,0.0007109749730194933,0.0002389383410700888,0.859375
PPO,3,10,115339.00515542248,0.042682926829268296,5.1692635828169906e-05,0.0003203072962738277,0.0001533065268657852,0.7130518234165067
PPO,3,11,156531.21563886557,0.0539053905390539,6.574578675601583e-05,0.0005070297320727695,0.00020332672986391771,0.7938237965485921
PPO,3,12,318409.89568700443,0.09208103130755065,7.653282876904558e-05,0.0006891523856032678,0.00033985719680149773,0.9703225806451613
PPO,3,13,289476.26767035824,0.043149946062567425,0.00011120476614432789,0.0009470127491340642,0.0003367685730049054,1.2545931758530184
PPO,3,14,70848.80497269165,0.06091370558375635,3.5155284008352275e-05,0.00020569399755490295,0.00011753591903010021,0.5019455252918288
PPO,3,15,189221.0613912896,0.14128440366972478,5.711662833913964e-05,0.0006357099523013083,0.0002684437524735866,0.8245614035087719
PPO,3,16,90222.50174531052,0.05239179954441914,4.949249855819158e-05,0.0003819208531428011,0.00016114947696966488,0.6547231270358306
PPO,3,17,289841.7543144548,0.08607594936708861,6.253028178649725e-05,0.000976728912705264,0.00034912424244773314,1.036231884057971
PPO,3,18,171636.73043023606,0.10320284697508897,6.135632669523862e-05,0.000523476140089167,0.00021331678365295862,0.8389610389610389
PPO,3,19,88506.29138069497,0.1678832116788321,5.2645108429484285e-05,0.000523345672862801,0.00017470406509007252,0.7422037422037422
PPO,4,0,237742.70629576177,0.3621621621621622,0.00030469773353203436,0.0015372706224125805,0.00035365006581756717,0.9414634146341463
PPO,4,1,432392.54381378967,0.17623762376237623,0.00040216946569095614,0.0018410267202389299,0.000550417215966969,0.9943310657596371
PPO,4,2,393938.8129041501,0.18305597579425115,0.0004591147717410392,0.0018431798717886846,0.0005459017092088978,0.9918500407497962
PPO,4,3,383762.85488721123,0.24830699774266365,0.0003943238315037277,0.0018402705677833286,0.0005642246472842654,0.991822429906542
PPO,4,4,298624.4695611314,0.3892307692307692,0.00040645108980250197,0.0016306325267934586,0.00047502203820584666,0.9769647696476965
PPO,4,5,324568.8594065748,0.1840228245363766,0.00032153228178262064,0.0018273305557600053,0.00045118803257920766,0.985593220338983
PPO,4,6,212927.2883759489,0.41818181818181815,0.0002619085711207976,0.0013411622853448945,0.00033880223280367334,0.9233082706766917
PPO,4,7,320972.0752503827,0.1916243654822335,0.00031164976102181696,0.0018495453462186648,0.0004889948436969696,0.9843633655994043
PPO,4,8,333596.45529879455,0.2065378900445765,0.0003544719287723499,0.001788342949986923,0.000493075009204413,0.989202657807309
PPO,4,9,433711.87157404044,0.13005780346820808,0.00036048235002354164,0.0019621033117314013,0.0005741343545979918,0.9953703703703703
PPO,4,10,270692.305948967,0.24324324324324326,0.0003784948293822088,0.0016460029167355088,0.00040341898644244493,0.9512195121951219
PPO,4,11,366895.6688902598,0.26545454545454544,0.0003396091674699902,0.0017881866606945117,0.0005536409002564605,0.9859894921190894
PPO,4,12,75638.06182063367,0.7829457364341085,0.0001617277807749623,0.0009148015048441357,0.00022418799259825287,0.7974683544303798
PPO,4,13,260052.4826248607,0.24006622516556292,0.0003450479213246963,0.0017087274070422777,0.0004151654899607618,0.9715271786022434
PPO,4,14,297492.573079734,0.33663366336633666,0.0001715421991083702,0.001550659223469379,0.00039351650609664734,0.9575418994413408
PPO,4,15,345155.76423087966,0.2,0.0002173329995332749,0.001863403908894962,0.0004647447243077141,0.9916247906197655
PPO,4,16,327529.60358904605,0.2783333333333333,0.00028967837888078967,0.0016870129217249506,0.0004552348659328011,0.969140950792327
PPO,4,17,117803.33169240723,0.516629711751663,0.0001841140302623055,0.0011860554918334727,0.0002718936360326716,0.864908073541167
PPO,4,18,374964.9209199139,0.17787114845938376,0.0004785024152820299,0.001869843222186507,0.0004964341337883278,0.9913725490196078
PPO,4,19,349338.4330125328,0.2287878787878788,0.0004978755585214567,0.0017881885873082912,0.0004922003857940457,0.983739837398374
PPO,5,0,241277.93052571022,0.34911242603550297,0.00017483155751738962,0.0013586964819543273,0.00036527312272910487,0.931129476584022
PPO,5,1,237694.31773975427,0.2512315270935961,0.00027781438710455233,0.0015231431776266849,0.0004246269925740623,0.9683890577507599
PPO,5,2,416475.55205256003,0.1368421052631579,0.00046800297080146593,0.0017884019304821,0.0005708493335240491,0.9952015355086372
PPO,5,3,302870.6880317113,0.1645021645021645,0.00030893428334548756,0.0015476218702727988,0.00044570982685675166,0.9825291181364393
PPO,5,4,212194.61317477375,0.33094812164579607,0.00021631808542281982,0.0013118065583705616,0.00034630189322983637,0.9217830109335576
PPO,5,5,257281.46006242448,0.2782608695652174,0.00024140258912542053,0.0014636495472217092,0.00041795047502203966,0.9643605870020965
PPO,5,6,203600.7082548388,0.3783783783783784,0.00023249401947021475,0.0012689598338045216,0.00032620408001669886,0.9008547008547009
PPO,5,7,375697.56434204977,0.13789473684210526,0.0004287713509295782,0.0017565996148392771,0.000527554288151952,0.9913448735019973
PPO,5,8,435560.60890450154,0.18631178707224336,0.00037252636586731786,0.0016675347702820348,0.000572308259997584,0.9866220735785953
PPO,5,9,368882.81343225116,0.15471698113207547,0.0002580815426136547,0.0017039189884249792,0.00048198441322607643,0.9932203389830508
PPO,5,10,359920.94831852755,0.19491525423728814,0.00022411687964524646,0.0016245442994575496,0.0005304378948609694,0.9908987485779295
PPO,5,11,425901.1979457959,0.09109109109109109,0.00036627310068407975,0.0018086574943367228,0.0005700842693662974,0.9964763918252291
PPO,5,12,405580.97480842157,0.1654275092936803,0.00030420001703814257,0.0016594816527839714,0.0005368858543142743,0.9857142857142858
PPO,5,13,506436.52428480965,0.16853932584269662,0.00033761049987673247,0.0017136603559124253,0.0006065664824714962,0.9977997799779978
PPO,5,14,275858.128662424,0.20284237726098192,0.0003378237947075391,0.0016015775742804972,0.0004600630860282323,0.981081081081081
PPO,5,15,218583.07711552593,0.34838709677419355,0.00021639791396635438,0.0012484305925681382,0.0003103938713499407,0.8897435897435897
PPO,5,16,371403.9704426907,0.14096016343207354,0.00017911087178017603,0.00173357701883483,0.0005570055060074716,0.9919103920348475
PPO,5,17,164266.4123062356,0.3256578947368421,0.00023911982150664327,0.0012994192573311007,0.00030525257485448985,0.9202363367799113
PPO,5,18,161959.4689528569,0.4,0.00017174455145957493,0.001223539304450874,0.00029809441956202336,0.9063205417607223
PPO,5,19,399571.67302901053,0.1416490486257928,0.00025974410607782086,0.0017329717590183168,0.0005570370642447279,0.988793671720501
PPO,6,0,462307.9048615568,0.15494791666666666,0.0005741694772508941,0.0023608356759644484,0.0006421779749379146,0.9968503937007874
PPO,6,1,442957.5549373595,0.2524850894632207,0.0004314714909553006,0.002181399997882991,0.0005946586850833029,0.9934711643090316
PPO,6,2,326305.17609178263,0.27202472952086554,0.000267068603071445,0.002093579401398859,0.0005121056122580667,0.9860681114551083
PPO,6,3,298713.42359680164,0.4485294117647059,0.00030491924304126394,0.001868251810581856,0.0004686050573956731,0.9650537634408602
PPO,6,4,361125.1041661702,0.2651331719128329,0.00036503611530740247,0.0021336856812163296,0.0005309164437890868,0.9831606217616581
PPO,6,5,338114.00404348294,0.39473684210526316,0.0003386427876252527,0.001896474512624317,0.00046078553774900707,0.9741379310344828
PPO,6,6,275215.0739140448,0.36875,0.0002784916185653958,0.0017952801301749546,0.0004192675918960937,0.9530386740331491
PPO,6,7,371963.0165168612,0.33147632311977715,0.0004031109397807635,0.0020049461083492493,0.0005251901844559401,0.9884910485933504
PPO,6,8,362271.9603416182,0.17521902377972465,0.0004492097125126285,0.0022901942817261716,0.0005441607882861625,0.9955686853766618
PPO,6,9,282960.84599441994,0.28735632183908044,0.0003334255738122685,0.0020368569877902668,0.00046747200572336544,0.9838601210490922
PPO,6,10,378100.110638134,0.2924187725631769,0.0005762957666718966,0.0020775230708857625,0.0005443362605745983,0.9867139061116031
PPO,6,11,360274.3956156078,0.32248939179632247,0.00043100193568525885,0.0021490632167552393,0.0005294293275872372,0.9922027290448343
PPO,6,12,374169.3478858661,0.2726063829787234,0.000717988950088163,0.0021878042976168368,0.0005232789990295924,0.99322951929587
PPO,6,13,352280.31386188435,0.408130081300813,0.0004593428832315449,0.0019592773764498554,0.0005126043678905689,0.983357452966715
PPO,6,14,300345.7732078439,0.18327605956471935,0.00041778569636203336,0.0022880818548169308,0.0005103017287123322,0.990358126721763
PPO,6,15,455218.50442770927,0.1945945945945946,0.0002796271104409057,0.0023078690907116857,0.0005968823330839287,0.9953703703703703
PPO,6,16,476606.7387728825,0.1932059447983015,0.0005188601060614346,0.0023448777663850158,0.0006351397224543683,0.9987546699875467
PPO,6,17,105084.23006544693,0.7377049180327869,0.00022266499681182402,0.0012431361967990254,0.00023780472695322674,0.8461538461538461
PPO,6,18,423729.33854529215,0.18612521150592218,0.0004976612907613657,0.002315910729019376,0.0005698130914636797,0.9929221435793731
PPO,6,19,436243.22721826396,0.20291363163371487,0.000609603559112479,0.0023083028807892383,0.0006248064147448948,0.9988193624557261
PPO,7,0,0.0,0.0,0.0,0.0,0.0,0.0
PPO,7,1,0.0,0.0,0.0,0.0,0.0,0.0
PPO,7,2,0.0,0.0,0.0,0.0,0.0,0.0
PPO,7,3,0.0,0.0,0.0,0.0,0.0,0.0
PPO,7,4,0.0,0.0,0.0,0.0,0.0,0.0
PPO,7,5,0.0,0.0,0.0,0.0,0.0,0.0
PPO,7,6,0.0,0.0,0.0,0.0,0.0,0.0
PPO,7,7,0.0,0.0,0.0,0.0,0.0,0.0
PPO,7,8,0.0,0.0,0.0,0.0,0.0,0.0
PPO,7,9,0.0,0.0,0.0,0.0,0.0,0.0
PPO,7,10,0.0,0.0,0.0,0.0,0.0,0.0
PPO,7,11,0.0,0.0,0.0,0.0,0.0,0.0
PPO,7,12,0.0,0.0,0.0,0.0,0.0,0.0
PPO,7,13,0.0,0.0,0.0,0.0,0.0,0.0
PPO,7,14,0.0,0.0,0.0,0.0,0.0,0.0
PPO,7,15,0.0,0.0,0.0,0.0,0.0,0.0
PPO,7,16,0.0,0.0,0.0,0.0,0.0,0.0
PPO,7,17,0.0,0.0,0.0,0.0,0.0,0.0
PPO,7,18,0.0,0.0,0.0,0.0,0.0,0.0
PPO,7,19,0.0,0.0,0.0,0.0,0.0,0.0
PPO,8,0,165886.5316900235,0.44,0.00022330014568250057,0.001709686227029129,0.00035218474393228027,0.9371900826446281
PPO,8,1,286373.6901766363,0.40512820512820513,0.0003027042491106418,0.001939637416753972,0.00043039745162316135,0.9696969696969697
PPO,8,2,332827.5118830367,0.3711340206185567,0.00041483929364534097,0.0019521130456107982,0.00046138790326378994,0.9791044776119403
PPO,8,3,349796.2024668787,0.38953488372093026,0.00037390126855557036,0.001932951632992642,0.0004908707854069297,0.9686684073107049
PPO,8,4,363274.7742831053,0.24358974358974358,0.00046206336945175117,0.0022293928454631268,0.0005466808161270782,0.9938513135830073
PPO,8,5,299161.76809437457,0.4208924949290061,0.0003059138862548317,0.0020335007963534586,0.0004885569054899645,0.9841479524438573
PPO,8,6,441441.3538477724,0.24175824175824176,0.0004024761334438171,0.00220235213592914,0.0005994992260610687,0.9944506104328524
PPO,8,7,472855.540192281,0.1529888551165147,0.0003512768793269478,0.0024813822837100423,0.0007447954614622558,0.9981707317073171
PPO,8,8,314109.2460068584,0.3624454148471616,0.0002883936935043298,0.0019200112782782183,0.00048449355704307433,0.975071907957814
PPO,8,9,377450.27408922283,0.3756476683937824,0.00031016953640655823,0.001978771862165141,0.0005039586171470879,0.9673659673659674
PPO,8,10,197332.27211287344,0.4920212765957447,0.00015772582038073494,0.0016659902185299723,0.0003666880087856374,0.9272727272727272
PPO,8,11,475085.30332295946,0.19334389857369255,0.0003982753501575461,0.0023952395993867104,0.0006531053169572869,0.9981801637852593
PPO,8,12,223931.6730237663,0.4128113879003559,0.0003469465971192123,0.001788341217387201,0.0003495486990919438,0.9506172839506173
PPO,8,13,248491.0858731596,0.3482142857142857,0.00038186701702870606,0.0019266656571820732,0.00038832090910508,0.9659090909090909
PPO,8,14,481485.82356112916,0.1337579617834395,0.0002519097364104836,0.002420181345765055,0.0006343578078967801,0.9959349593495935
PPO,8,15,398814.15561507817,0.2896039603960396,0.00038592172203107307,0.0021950151334816153,0.0005500913206816139,0.9938650306748467
PPO,8,16,506042.2261982041,0.30980392156862746,0.0005719510451042165,0.0023234448181937827,0.0007496604007826003,0.9980806142034548
PPO,8,17,104059.37305369454,0.6194029850746269,0.00016645409596241064,0.0013273598069750024,0.0002573930565978837,0.8483290488431876
PPO,8,18,525340.4186645761,0.13221884498480244,0.00034670793410258583,0.0024136291491275177,0.0006992859235660917,0.9952561669829222
PPO,8,19,465342.80656975234,0.19964349376114082,0.0005365153431874657,0.0022857903344036985,0.0006017642415930445,0.9960435212660732
PPO,9,0,0.0,0.0,0.0,0.0,0.0,0.0
PPO,9,1,0.0,0.0,0.0,0.0,0.0,0.0
PPO,9,2,0.0,0.0,0.0,0.0,0.0,0.0
PPO,9,3,0.0,0.0,0.0,0.0,0.0,0.0
PPO,9,4,0.0,0.0,0.0,0.0,0.0,0.0
PPO,9,5,0.0,0.0,0.0,0.0,0.0,0.0
PPO,9,6,0.0,0.0,0.0,0.0,0.0,0.0
PPO,9,7,0.0,0.0,0.0,0.0,0.0,0.0
PPO,9,8,0.0,0.0,0.0,0.0,0.0,0.0
PPO,9,9,0.0,0.0,0.0,0.0,0.0,0.0
PPO,9,10,0.0,0.0,0.0,0.0,0.0,0.0
PPO,9,11,0.0,0.0,0.0,0.0,0.0,0.0
PPO,9,12,0.0,0.0,0.0,0.0,0.0,0.0
PPO,9,13,0.0,0.0,0.0,0.0,0.0,0.0
PPO,9,14,0.0,0.0,0.0,0.0,0.0,0.0
PPO,9,15,0.0,0.0,0.0,0.0,0.0,0.0
PPO,9,16,0.0,0.0,0.0,0.0,0.0,0.0
PPO,9,17,0.0,0.0,0.0,0.0,0.0,0.0
PPO,9,18,0.0,0.0,0.0,0.0,0.0,0.0
PPO,9,19,0.0,0.0,0.0,0.0,0.0,0.0
PPO,0,0,275615.6757765759,0.15636822194199243,0.01490780807867638,0.10608717424016557,0.02377721928344658,0.9987393633785061
PPO,0,1,275316.9423683,0.39779005524861877,0.0126909275860321,0.09031137501793299,0.020226998178133858,0.9751724137931035
PPO,0,2,300744.0734482143,0.23917995444191345,0.014197807994500143,0.10103466066855112,0.02200588331691864,0.9926010244735345
PPO,0,3,224051.2217715742,0.4052044609665427,0.012506041921230985,0.08899568879278474,0.01894056298376433,0.9702878365831012
PPO,0,4,244964.05280862184,0.22076612903225806,0.014338529813962522,0.10203606745497522,0.021508737614324445,0.9934492315444696
PPO,0,5,255880.67894031218,0.21012269938650308,0.014391510413533056,0.10241308881642053,0.02158271449886684,0.9927175162897662
PPO,0,6,239699.98474458486,0.2802653399668325,0.013932236948758251,0.09914479988861107,0.02130245654342195,0.9929548280149192
PPO,0,7,245144.9847621272,0.33881578947368424,0.01338631595597661,0.09525990848291684,0.020035871515423086,0.9868529170090387
PPO,0,8,301662.40779405134,0.0825242718446602,0.015368584969116939,0.1093661618689323,0.025942643419798916,0.997573797007683
PPO,0,9,214130.7576436671,0.5923566878980892,0.01069715098624355,0.07612323116596882,0.017408905093894846,0.9491255961844197
